date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-01-15,bef,20230115T142711_20230115T142817_T20LNR,20,11.182103789184236,9,2,0.19186379040802892,0.5591051894592118,0.009593189520401446,112,optical,log_reg,2023-05-29,-134
2023-02-24,bef,20230224T142711_20230224T143045_T20LNR,20,18.538766245660025,20,2,3.9684619045076603,0.9269383122830013,0.198423095225383,112,optical,log_reg,2023-05-29,-94
2023-03-01,bef,20230301T142709_20230301T142737_T20LNR,20,19.23843826203462,20,2,9.048503866697038,0.961921913101731,0.45242519333485187,112,optical,log_reg,2023-05-29,-89
2023-03-26,bef,20230326T142711_20230326T142710_T20LNR,20,17.05330181306796,16,2,8.560273046318308,0.852665090653398,0.42801365231591537,112,optical,log_reg,2023-05-29,-64
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,20,19.511027705865455,20,2,14.959355193486235,0.9755513852932728,0.7479677596743117,112,optical,log_reg,2023-05-29,-14
2023-05-20,bef,20230520T142719_20230520T142902_T20LNR,20,19.04752327148924,20,2,15.765376678621836,0.952376163574462,0.7882688339310918,112,optical,log_reg,2023-05-29,-9
2023-06-04,evt,20230604T142721_20230604T142716_T20LNR,20,19.394879614808545,20,2,15.277295854817325,0.9697439807404272,0.7638647927408663,112,optical,log_reg,2023-05-29,6
2023-06-09,aft,20230609T142719_20230609T142938_T20LNR,20,19.33038199540933,20,2,16.761684165589084,0.9665190997704665,0.8380842082794542,112,optical,log_reg,2023-05-29,11
2023-06-19,aft,20230619T142719_20230619T142934_T20LNR,20,19.307894147571567,20,2,16.59151598771566,0.9653947073785784,0.829575799385783,112,optical,log_reg,2023-05-29,21
2023-06-24,aft,20230624T142721_20230624T142715_T20LNR,20,19.087400441420293,20,2,14.400569716126034,0.9543700220710146,0.7200284858063017,112,optical,log_reg,2023-05-29,26
