date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-01-15,bef,20230115T142711_20230115T142817_T20LNR,56,19.726918615223973,10,2,15.366280226904653,0.3522664038432852,0.2743978611947259,371,optical,log_reg,2023-09-19,-247
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,56,35.306713106311044,37,2,10.077192008493608,0.6304770197555544,0.1799498572945287,371,optical,log_reg,2023-09-19,-142
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,56,36.01704864037437,45,2,28.463339424917773,0.6431615828638281,0.5082739183021031,371,optical,log_reg,2023-09-19,-127
2023-05-20,bef,20230520T142719_20230520T142902_T20LNR,56,28.259849642312858,23,2,14.937153012344643,0.5046401721841581,0.26673487522044004,371,optical,log_reg,2023-09-19,-122
2023-05-25,bef,20230525T142721_20230525T142853_T20LNR,56,43.93971979283909,53,2,20.31096049060911,0.7846378534435552,0.3626957230465912,371,optical,log_reg,2023-09-19,-117
2023-06-09,bef,20230609T142719_20230609T142938_T20LNR,56,31.270921072883496,16,2,15.81752049948129,0.5584093048729196,0.28245572320502305,371,optical,log_reg,2023-09-19,-102
2023-06-19,bef,20230619T142719_20230619T142934_T20LNR,56,37.62281230104496,46,2,32.35201177840297,0.6718359339472314,0.5777144960429101,371,optical,log_reg,2023-09-19,-92
2023-06-24,bef,20230624T142721_20230624T142715_T20LNR,56,43.85928079703757,54,2,36.61392471435225,0.7832014428042423,0.6538200841848616,371,optical,log_reg,2023-09-19,-87
2023-06-29,bef,20230629T142719_20230629T143340_T20LNR,56,35.120134197105266,31,2,22.822900763668265,0.6271452535197369,0.40755179935121905,371,optical,log_reg,2023-09-19,-82
2023-07-04,bef,20230704T142721_20230704T142729_T20LNR,56,45.98325189332081,55,2,43.61382524476883,0.8211294980950145,0.7788183079423006,371,optical,log_reg,2023-09-19,-77
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,56,36.517157765593495,46,2,32.68209924381522,0.6520921029570267,0.583608915068129,371,optical,log_reg,2023-09-19,-72
2023-07-14,bef,20230714T142721_20230714T142941_T20LNR,56,42.74620194018513,50,2,32.22910226254304,0.7633250346461631,0.575519683259697,371,optical,log_reg,2023-09-19,-67
2023-07-19,bef,20230719T142719_20230719T142939_T20LNR,56,34.87992777149316,36,2,27.193675501591684,0.6228558530623778,0.4856013482427087,371,optical,log_reg,2023-09-19,-62
2023-07-24,bef,20230724T142721_20230724T142717_T20LNR,56,41.3060545598961,48,2,31.560160251574686,0.7376081171410017,0.5635742902066908,371,optical,log_reg,2023-09-19,-57
2023-07-29,bef,20230729T142719_20230729T142718_T20LNR,56,41.92147394042625,44,2,19.953850328113248,0.7485977489361831,0.3563187558591651,371,optical,log_reg,2023-09-19,-52
2023-08-23,bef,20230823T142721_20230823T143116_T20LNR,56,39.594300811823125,39,2,20.893264430130138,0.7070410859254129,0.37309400768089535,371,optical,log_reg,2023-09-19,-27
2023-08-28,bef,20230828T142719_20230828T142716_T20LNR,56,42.28350858113046,46,2,7.697618658264929,0.7550626532344725,0.13745747604044517,371,optical,log_reg,2023-09-19,-22
2023-09-17,evt,20230917T142719_20230917T143337_T20LNR,56,37.4035547837724,33,2,11.807813866893,0.6679206211387928,0.2108538190516607,371,optical,log_reg,2023-09-19,-2
2023-09-22,evt,20230922T142711_20230922T142743_T20LNR,56,43.43933420641861,46,2,5.628121945655674,0.7757023965431894,0.10050217760099418,371,optical,log_reg,2023-09-19,3
2023-09-27,aft,20230927T142719_20230927T142849_T20LNR,56,44.77635376396952,47,2,2.990455825027988,0.7995777457851699,0.05340099687549978,371,optical,log_reg,2023-09-19,8
2023-10-02,aft,20231002T142711_20231002T143108_T20LNR,56,40.27343272822645,41,2,13.681567874905003,0.7191684415754723,0.24431371205187505,371,optical,log_reg,2023-09-19,13
2023-10-07,aft,20231007T142709_20231007T142929_T20LNR,56,39.03529054783442,41,2,22.64272404440655,0.6970587597827576,0.4043343579358312,371,optical,log_reg,2023-09-19,18
