date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-06-09,bef,20230609T142719_20230609T142938_T20LNR,93,23.17038376047468,11,4,2.1528298136460045,0.24914391140295356,0.02314870767361295,40,optical,log_reg,2023-11-15,-159
2023-06-24,bef,20230624T142721_20230624T142715_T20LNR,93,36.55393363897429,29,4,2.8732718876463563,0.393053049881444,0.03089539664135867,40,optical,log_reg,2023-11-15,-144
2023-06-29,bef,20230629T142719_20230629T143340_T20LNR,93,36.26196296857484,23,4,6.098970269080054,0.38991358030725637,0.06558032547397907,40,optical,log_reg,2023-11-15,-139
2023-07-04,bef,20230704T142721_20230704T142729_T20LNR,93,42.7313414746006,42,4,3.7729292705036888,0.4594767900494688,0.04056913194089988,40,optical,log_reg,2023-11-15,-134
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,93,25.366375041610738,11,4,2.4827376641958017,0.27275672087753483,0.026696103916083888,40,optical,log_reg,2023-11-15,-129
2023-07-24,bef,20230724T142721_20230724T142717_T20LNR,93,49.743622277435165,50,4,2.765930172295893,0.5348776588971523,0.029741184648342935,40,optical,log_reg,2023-11-15,-114
2023-08-03,bef,20230803T142721_20230803T143434_T20LNR,93,46.686843277302735,34,4,5.1709424880217885,0.5020090674978789,0.055601532129266544,40,optical,log_reg,2023-11-15,-104
2023-08-18,bef,20230818T142719_20230818T143227_T20LNR,93,24.207075301915093,11,4,5.935024740436325,0.2602911322786569,0.06381747032727231,40,optical,log_reg,2023-11-15,-89
2023-08-23,bef,20230823T142721_20230823T143116_T20LNR,93,42.16176336578252,33,4,13.771167216080908,0.45335229425572604,0.14807706683957966,40,optical,log_reg,2023-11-15,-84
2023-08-28,bef,20230828T142719_20230828T142716_T20LNR,93,57.821704250592134,60,4,20.10647151256376,0.6217387553827112,0.2161986184146641,40,optical,log_reg,2023-11-15,-79
2023-09-12,bef,20230912T142721_20230912T143158_T20LNR,93,67.34479469979279,72,4,31.071295804808255,0.7241375774171267,0.33409995489041133,40,optical,log_reg,2023-11-15,-64
2023-09-27,bef,20230927T142719_20230927T142849_T20LNR,93,73.42843437041856,77,4,48.47618574552554,0.7895530577464361,0.5212493090916724,40,optical,log_reg,2023-11-15,-49
2023-10-07,bef,20231007T142709_20231007T142929_T20LNR,93,70.77694950605436,72,4,48.809550584462116,0.7610424678070362,0.5248338772522808,40,optical,log_reg,2023-11-15,-39
2023-10-12,bef,20231012T142711_20231012T143437_T20LNR,93,83.00783165108346,86,4,70.0828989487675,0.8925573295815427,0.7535795585888978,40,optical,log_reg,2023-11-15,-34
2023-11-11,evt,20231111T142711_20231111T142711_T20LNR,93,84.0838460804276,90,4,64.98039892410428,0.904127377208899,0.6987139669258524,40,optical,log_reg,2023-11-15,-4
2023-11-16,evt,20231116T142709_20231116T143044_T20LNR,93,85.06826777667379,86,4,66.61364761793813,0.9147125567384279,0.7162757808380443,40,optical,log_reg,2023-11-15,1
