date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,13,9.195998514392606,8,1,1.0329747569346124,0.7073845011071236,0.07945959668727788,25,optical,log_reg,2023-10-18,-231
2023-03-26,bef,13,10.109202360052103,12,1,2.4216266343609067,0.7776309507732387,0.1862789718739159,25,optical,log_reg,2023-10-18,-206
2023-04-30,bef,13,8.040395086098728,6,1,0.876754644909364,0.6184919296999022,0.06744266499302799,25,optical,log_reg,2023-10-18,-171
2023-05-15,bef,13,8.014459567424167,6,1,0.47080304411704454,0.616496889801859,0.0362156187782342,25,optical,log_reg,2023-10-18,-156
2023-06-04,bef,13,7.4555741166343115,6,1,0.08961971854899435,0.5735057012795625,0.006893824503768796,25,optical,log_reg,2023-10-18,-136
2023-06-09,bef,13,7.403204301293825,7,1,0.07647396906516458,0.5694772539456788,0.0058826130050126605,25,optical,log_reg,2023-10-18,-131
2023-06-19,bef,13,6.994288779922255,6,1,0.0760698496135525,0.5380222138401735,0.005851526893350192,25,optical,log_reg,2023-10-18,-121
2023-06-24,bef,13,5.80703804094513,5,1,0.13881227012475073,0.4466952339188562,0.010677866932673133,25,optical,log_reg,2023-10-18,-116
2023-06-29,bef,13,6.743578976305425,6,1,0.40518153979068355,0.5187368443311866,0.031167810753129504,25,optical,log_reg,2023-10-18,-111
2023-07-04,bef,13,6.290663608946917,4,1,0.19225878518747058,0.4838972006882244,0.014789137322113122,25,optical,log_reg,2023-10-18,-106
2023-07-09,bef,13,7.240632176359516,7,1,0.23327708004324488,0.556971705873809,0.017944390772557297,25,optical,log_reg,2023-10-18,-101
2023-07-14,bef,13,5.744913391152012,4,1,0.3773843407215017,0.4419164147040009,0.029029564670884744,25,optical,log_reg,2023-10-18,-96
2023-07-19,bef,13,6.458644377023343,5,1,0.4457357356292637,0.4968187982325648,0.03428736427917413,25,optical,log_reg,2023-10-18,-91
2023-07-24,bef,13,6.214876095586913,6,1,0.40957106590871234,0.47806739196822406,0.03150546660836249,25,optical,log_reg,2023-10-18,-86
2023-08-03,bef,13,6.138789742124746,6,1,0.7543142918912433,0.47221459554805734,0.05802417629932641,25,optical,log_reg,2023-10-18,-76
2023-08-08,bef,13,6.495313296340807,5,1,0.20970394734923586,0.49963948433390826,0.016131072873018144,25,optical,log_reg,2023-10-18,-71
2023-08-28,bef,13,6.632429864826389,6,1,0.7652218146482064,0.510186912678953,0.05886321651140049,25,optical,log_reg,2023-10-18,-51
2023-10-02,bef,13,10.362383377729698,10,1,8.03526632386705,0.7971064136715152,0.6180974095282347,25,optical,log_reg,2023-10-18,-16
2023-10-12,evt,13,10.850137251887048,12,1,9.580826670081064,0.8346259424528498,0.7369866669293127,25,optical,log_reg,2023-10-18,-6
2023-11-11,aft,13,11.767399494017381,13,1,11.114193558536233,0.9051845764628754,0.8549379660412486,25,optical,log_reg,2023-10-18,24
