date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-26,bef,14,3.2403126948437775,2,3,0.40547331068017545,0.23145090677455554,0.028962379334298245,300,optical,log_reg,2023-06-21,-87
2023-04-30,bef,14,6.499428596391342,5,3,1.0341022859013298,0.4642448997422387,0.07386444899295212,300,optical,log_reg,2023-06-21,-52
2023-05-15,bef,14,4.958933918669622,1,3,1.557652207667283,0.3542095656192587,0.1112608719762345,300,optical,log_reg,2023-06-21,-37
2023-06-04,bef,14,3.343410825229608,0,3,0.6361688351700028,0.23881505894497201,0.045440631083571624,300,optical,log_reg,2023-06-21,-17
2023-06-09,bef,14,13.077962549206326,14,3,12.217690708123,0.9341401820861661,0.8726921934373572,300,optical,log_reg,2023-06-21,-12
2023-06-19,evt,14,13.959190777213689,14,3,13.73604063955292,0.9970850555152635,0.9811457599680657,300,optical,log_reg,2023-06-21,-2
2023-06-24,evt,14,13.962465586083516,14,3,13.484312186023407,0.9973189704345369,0.9631651561445291,300,optical,log_reg,2023-06-21,3
2023-06-29,aft,14,13.969197076182564,14,3,13.62792823031924,0.9977997911558975,0.9734234450228029,300,optical,log_reg,2023-06-21,8
2023-07-04,aft,14,13.95702229431113,14,3,13.102677561226182,0.9969301638793665,0.9359055400875844,300,optical,log_reg,2023-06-21,13
2023-07-09,aft,14,13.951772828360511,14,3,13.318535919682361,0.9965552020257508,0.9513239942630258,300,optical,log_reg,2023-06-21,18
