date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,11,10.61386071151274,11,2,3.5109140714062614,0.96489642831934,0.3191740064914783,32,optical,log_reg,2023-10-19,-172
2023-05-15,bef,11,10.571069487494208,11,2,2.2336120175671037,0.961006317044928,0.2030556379606458,32,optical,log_reg,2023-10-19,-157
2023-06-04,bef,11,10.42677310672778,11,2,1.9884098629960711,0.9478884642479799,0.18076453299964282,32,optical,log_reg,2023-10-19,-137
2023-06-09,bef,11,10.437628509200584,11,2,2.5814910129830686,0.948875319018235,0.23468100118027896,32,optical,log_reg,2023-10-19,-132
2023-06-19,bef,11,10.143066769641166,10,2,1.5173031657531304,0.9220969790582878,0.13793665143210276,32,optical,log_reg,2023-10-19,-122
2023-06-24,bef,11,10.13407421754804,10,2,1.0146092318949356,0.9212794743225491,0.0922372028995396,32,optical,log_reg,2023-10-19,-117
2023-06-29,bef,11,9.990999056494712,10,2,0.9651429088929007,0.9082726414995193,0.08774026444480915,32,optical,log_reg,2023-10-19,-112
2023-07-04,bef,11,9.952575109854232,10,2,1.908651283177826,0.9047795554412938,0.173513753016166,32,optical,log_reg,2023-10-19,-107
2023-07-09,bef,11,9.693142416711776,10,2,1.3426181224062916,0.881194765155616,0.12205619294602651,32,optical,log_reg,2023-10-19,-102
2023-07-14,bef,11,9.072655355816543,9,2,2.1371634895891485,0.8247868505287766,0.19428758996264986,32,optical,log_reg,2023-10-19,-97
2023-07-24,bef,11,9.234644355215554,9,2,1.4631150732495537,0.839513123201414,0.13301046120450488,32,optical,log_reg,2023-10-19,-87
2023-07-29,bef,11,9.231724574374045,9,2,1.8787505554369424,0.8392476885794586,0.17079550503972205,32,optical,log_reg,2023-10-19,-82
2023-08-03,bef,11,8.975034949526588,9,2,2.4128493348851516,0.8159122681387807,0.21934993953501378,32,optical,log_reg,2023-10-19,-77
2023-08-18,bef,11,8.419495458547656,9,2,1.8443775659339263,0.765408678049787,0.16767068781217512,32,optical,log_reg,2023-10-19,-62
2023-08-23,bef,11,8.99457341927216,9,2,1.3235778899594706,0.8176884926611053,0.12032526272358823,32,optical,log_reg,2023-10-19,-57
2023-08-28,bef,11,8.221737900883566,8,2,2.3857933147236854,0.7474307182621424,0.21689030133851686,32,optical,log_reg,2023-10-19,-52
2023-09-22,bef,11,10.732308097476313,11,2,6.717675736454352,0.9756643724978467,0.6106977942231229,32,optical,log_reg,2023-10-19,-27
2023-10-02,bef,11,10.890140235052044,11,2,6.940776305355509,0.9900127486410949,0.6309796641232281,32,optical,log_reg,2023-10-19,-17
2023-10-07,bef,11,10.839652843867562,11,2,3.232477954604904,0.985422985806142,0.29386163223680944,32,optical,log_reg,2023-10-19,-12
2023-10-12,evt,11,10.874163779096726,11,2,7.091908072078452,0.9885603435542478,0.6447189156434956,32,optical,log_reg,2023-10-19,-7
