date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,31,28.236801721982427,28,3,20.207800217075697,0.9108645716768525,0.6518645231314741,349,optical,log_reg,2023-09-16,-199
2023-04-30,bef,31,28.476055021646623,29,3,18.02504852277954,0.9185824200531169,0.5814531781541786,349,optical,log_reg,2023-09-16,-139
2023-05-15,bef,31,28.43830724327492,30,3,15.454288842691883,0.9173647497830619,0.4985254465384478,349,optical,log_reg,2023-09-16,-124
2023-06-09,bef,31,27.248369778314384,28,3,10.728101020419842,0.8789796702682059,0.346067774852253,349,optical,log_reg,2023-09-16,-99
2023-06-19,bef,31,26.016059951823323,26,3,11.50040636684621,0.8392277403813975,0.3709808505434261,349,optical,log_reg,2023-09-16,-89
2023-06-24,bef,31,26.86377662170228,28,3,10.741676643034268,0.866573439409751,0.34650569816239574,349,optical,log_reg,2023-09-16,-84
2023-06-29,bef,31,26.901763352372942,28,3,10.368878567519918,0.867798817818482,0.33447995379096507,349,optical,log_reg,2023-09-16,-79
2023-07-04,bef,31,24.873283611381467,25,3,10.308488422081481,0.8023639874639182,0.3325318845832736,349,optical,log_reg,2023-09-16,-74
2023-07-09,bef,31,25.287232982986737,25,3,9.019598438338132,0.8157171929995721,0.29095478833348815,349,optical,log_reg,2023-09-16,-69
2023-07-14,bef,31,23.931788584958376,23,3,9.984333512778349,0.7719931801599477,0.3220752746057532,349,optical,log_reg,2023-09-16,-64
2023-07-19,bef,31,23.887640437691623,25,3,10.2302886969089,0.7705690463771491,0.3300093128035129,349,optical,log_reg,2023-09-16,-59
2023-07-24,bef,31,22.3181282650131,22,3,10.68541799618423,0.7199396214520355,0.3446909031027171,349,optical,log_reg,2023-09-16,-54
2023-07-29,bef,31,21.970700754339468,21,3,13.469259984861301,0.7087322823980473,0.434492257576171,349,optical,log_reg,2023-09-16,-49
2023-08-03,bef,31,21.271929959681266,21,3,12.066336271488536,0.6861912890219763,0.38923665391898504,349,optical,log_reg,2023-09-16,-44
2023-08-18,bef,31,19.006615047705168,16,3,12.164034862064577,0.6131166144421022,0.39238822135692186,349,optical,log_reg,2023-09-16,-29
2023-08-23,bef,31,18.896764309743055,14,3,9.782445228362464,0.6095730422497759,0.31556274930201494,349,optical,log_reg,2023-09-16,-24
2023-08-28,bef,31,19.116541447832326,18,3,10.502018540833873,0.6166626273494299,0.33877479163980234,349,optical,log_reg,2023-09-16,-19
2023-09-22,evt,31,30.24243755787201,31,3,7.70651316151576,0.975562501866839,0.24859719875857292,349,optical,log_reg,2023-09-16,6
2023-10-07,aft,31,30.22026568093127,31,3,7.6486768749486185,0.974847280030041,0.24673151209511673,349,optical,log_reg,2023-09-16,21
