date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,11,7.679831121030141,7,2,2.9351405117286085,0.6981664655481946,0.2668309556116917,214,optical,log_reg,2023-09-29,-212
2023-04-30,bef,11,5.243388168392872,3,2,1.7059621859484033,0.47667165167207926,0.15508747144985485,214,optical,log_reg,2023-09-29,-152
2023-05-15,bef,11,5.775484891857001,4,2,1.911983278123985,0.5250440810779092,0.17381666164763498,214,optical,log_reg,2023-09-29,-137
2023-06-04,bef,11,7.903728232645463,9,2,2.353267000561964,0.7185207484223148,0.21393336368745128,214,optical,log_reg,2023-09-29,-117
2023-06-09,bef,11,8.870864665622637,11,2,2.239955460325173,0.8064422423293306,0.2036323145750157,214,optical,log_reg,2023-09-29,-112
2023-06-19,bef,11,7.7657605168340496,9,2,2.2569784110615414,0.7059782288030955,0.20517985555104923,214,optical,log_reg,2023-09-29,-102
2023-06-24,bef,11,6.764199854043795,7,2,2.1586321068864547,0.6149272594585269,0.19623928244422315,214,optical,log_reg,2023-09-29,-97
2023-06-29,bef,11,6.679263578562981,7,2,2.9831702735122616,0.607205779869362,0.27119729759202377,214,optical,log_reg,2023-09-29,-92
2023-07-04,bef,11,7.569351677921378,9,2,2.7920095718618096,0.6881228798110344,0.25381905198743726,214,optical,log_reg,2023-09-29,-87
2023-07-09,bef,11,7.31501028901963,8,2,2.2590122965658757,0.6650009353654208,0.20536475423326142,214,optical,log_reg,2023-09-29,-82
2023-07-14,bef,11,8.650266419662318,10,2,2.4525730667702166,0.786387856332938,0.22296118788820152,214,optical,log_reg,2023-09-29,-77
2023-07-19,bef,11,8.177602752037632,8,2,2.6335261447760465,0.7434184320034212,0.23941146770691332,214,optical,log_reg,2023-09-29,-72
2023-07-24,bef,11,8.556242026495694,8,2,2.262116281310966,0.7778401842268813,0.20564693466463327,214,optical,log_reg,2023-09-29,-67
2023-07-29,bef,11,8.30263606948056,9,2,4.054515905261453,0.7547850972255055,0.3685923550237684,214,optical,log_reg,2023-09-29,-62
2023-08-08,bef,11,9.866762678140313,11,2,2.3782862725684923,0.896978425285483,0.21620784296077203,214,optical,log_reg,2023-09-29,-52
2023-08-23,bef,11,9.54969296600829,10,2,1.591540919381162,0.8681539060007537,0.14468553812556018,214,optical,log_reg,2023-09-29,-37
2023-09-02,bef,11,9.452969744834693,10,2,2.8119598279717524,0.859360885894063,0.2556327116337957,214,optical,log_reg,2023-09-29,-27
2023-09-12,bef,11,10.366130334780285,11,2,3.8391425647043675,0.942375484980026,0.34901296042766977,214,optical,log_reg,2023-09-29,-17
2023-09-22,evt,11,10.557791904012873,11,2,3.0708946473074334,0.9597992640011703,0.2791722406643121,214,optical,log_reg,2023-09-29,-7
2023-09-27,evt,11,10.469160927066573,11,2,4.069790469176539,0.9517419024605975,0.3699809517433217,214,optical,log_reg,2023-09-29,-2
2023-10-02,evt,11,10.315652872119575,11,2,2.8093046907078216,0.9377866247381431,0.25539133551889287,214,optical,log_reg,2023-09-29,3
2023-10-07,aft,11,9.9396108940367,11,2,3.051206153932485,0.9036009903669728,0.27738237763022594,214,optical,log_reg,2023-09-29,8
