date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,593,426.72644025509015,445,8,145.00228490323985,0.7196061387101015,0.24452324604256298,321,optical,log_reg,2023-07-26,-87
2023-06-09,bef,20230609T142719_20230609T142938_T20LNR,593,380.96624533770694,371,8,266.92244609212304,0.6424388622895564,0.4501221687894149,321,optical,log_reg,2023-07-26,-47
2023-06-19,bef,20230619T142719_20230619T142934_T20LNR,593,454.2202799054786,548,8,400.7125821619011,0.7659701178844496,0.6757379125833071,321,optical,log_reg,2023-07-26,-37
2023-06-24,bef,20230624T142721_20230624T142715_T20LNR,593,512.864362028018,588,8,442.4360912231546,0.8648640169106544,0.7460979615904799,321,optical,log_reg,2023-07-26,-32
2023-06-29,bef,20230629T142719_20230629T143340_T20LNR,593,463.16727182416764,533,8,336.1814131940822,0.7810577939699286,0.5669163797539329,321,optical,log_reg,2023-07-26,-27
2023-07-04,bef,20230704T142721_20230704T142729_T20LNR,593,524.0298742477789,593,8,495.1281501423191,0.8836928739422917,0.8349547219937927,321,optical,log_reg,2023-07-26,-22
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,593,478.7092192903627,579,8,449.94872589834375,0.8072668116194986,0.7587668227628056,321,optical,log_reg,2023-07-26,-17
2023-07-14,bef,20230714T142721_20230714T142941_T20LNR,593,511.72048760630355,587,8,450.13428949000183,0.8629350549853348,0.7590797461888732,321,optical,log_reg,2023-07-26,-12
2023-07-19,evt,20230719T142719_20230719T142939_T20LNR,593,500.6523234758574,583,8,459.17378849826815,0.8442703599930141,0.7743234207390693,321,optical,log_reg,2023-07-26,-7
2023-07-24,evt,20230724T142721_20230724T142717_T20LNR,593,479.17006749620043,574,8,440.77619480559264,0.808043958678247,0.7432988108020112,321,optical,log_reg,2023-07-26,-2
2023-07-29,evt,20230729T142719_20230729T142718_T20LNR,593,506.3466370652738,583,8,406.9804971192991,0.8538729124203606,0.6863077523091048,321,optical,log_reg,2023-07-26,3
2023-08-08,aft,20230808T142719_20230808T143119_T20LNR,593,488.9612972309652,578,8,406.5153880215844,0.8245553073034827,0.6855234199352181,321,optical,log_reg,2023-07-26,13
