date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,11,6.884,3,1,0.28800000000000003,0.6258181818181818,0.026181818181818185,80,joint,rf,2023-09-13,-196
2023-05-15,bef,11,4.618,0,1,0.42299999999999993,0.41981818181818187,0.03845454545454545,80,joint,rf,2023-09-13,-121
2023-06-04,bef,11,4.679,0,1,0.4449999999999999,0.4253636363636364,0.040454545454545444,80,joint,rf,2023-09-13,-101
2023-06-09,bef,11,4.756,0,1,0.387,0.4323636363636364,0.03518181818181818,80,joint,rf,2023-09-13,-96
2023-06-29,bef,11,5.6770000000000005,1,1,0.28300000000000003,0.5160909090909092,0.02572727272727273,80,joint,rf,2023-09-13,-76
2023-07-09,bef,11,4.812,1,1,0.26,0.4374545454545455,0.023636363636363636,80,joint,rf,2023-09-13,-66
2023-07-19,bef,11,5.245,1,1,0.5549999999999999,0.4768181818181818,0.050454545454545446,80,joint,rf,2023-09-13,-56
2023-07-29,bef,11,7.981,6,1,3.313,0.7255454545454545,0.3011818181818182,80,joint,rf,2023-09-13,-46
2023-08-23,bef,11,10.741,11,1,8.472999999999999,0.9764545454545455,0.7702727272727272,80,joint,rf,2023-09-13,-21
2023-09-27,aft,11,10.810999999999998,11,1,8.846,0.9828181818181817,0.8041818181818182,80,joint,rf,2023-09-13,14
