date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,31,26.667,27,3,15.588999999999999,0.860225806451613,0.5028709677419354,349,joint,rf,2023-09-16,-199
2023-04-30,bef,31,25.311,25,3,14.108,0.8164838709677419,0.4550967741935484,349,joint,rf,2023-09-16,-139
2023-05-15,bef,31,24.532,22,3,13.71,0.7913548387096774,0.44225806451612903,349,joint,rf,2023-09-16,-124
2023-06-09,bef,31,23.645,23,3,7.474,0.7627419354838709,0.24109677419354839,349,joint,rf,2023-09-16,-99
2023-06-24,bef,31,21.700000000000003,21,3,5.909000000000001,0.7000000000000001,0.19061290322580648,349,joint,rf,2023-09-16,-84
2023-07-09,bef,31,21.449,18,3,6.571,0.6919032258064517,0.21196774193548387,349,joint,rf,2023-09-16,-69
2023-07-19,bef,31,20.580000000000002,18,3,6.372,0.6638709677419355,0.2055483870967742,349,joint,rf,2023-09-16,-59
2023-08-03,bef,31,21.347,17,3,6.343,0.6886129032258065,0.20461290322580644,349,joint,rf,2023-09-16,-44
2023-08-18,bef,31,20.608,11,3,6.368,0.6647741935483871,0.20541935483870968,349,joint,rf,2023-09-16,-29
2023-08-23,bef,31,21.717999999999996,13,3,5.680000000000001,0.7005806451612903,0.18322580645161293,349,joint,rf,2023-09-16,-24
2023-10-07,aft,62,59.334999999999994,62,3,40.275,0.957016129032258,0.6495967741935483,349,joint,rf,2023-09-16,21
