date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,28,15.114,2,4,2.807,0.5397857142857143,0.10024999999999999,327,joint,rf,2023-08-15,-107
2023-05-15,bef,28,16.057000000000002,2,4,2.8899999999999997,0.5734642857142858,0.1032142857142857,327,joint,rf,2023-08-15,-92
2023-06-04,bef,28,14.754,2,4,2.439,0.5269285714285714,0.08710714285714286,327,joint,rf,2023-08-15,-72
2023-06-09,bef,28,15.780999999999999,2,4,2.487,0.5636071428571429,0.08882142857142858,327,joint,rf,2023-08-15,-67
2023-06-24,bef,28,12.217,0,4,2.301,0.4363214285714286,0.08217857142857143,327,joint,rf,2023-08-15,-52
2023-07-09,bef,28,10.722000000000001,1,4,1.457,0.38292857142857145,0.05203571428571429,327,joint,rf,2023-08-15,-37
2023-07-24,bef,28,15.517,7,4,4.587,0.5541785714285714,0.16382142857142856,327,joint,rf,2023-08-15,-22
2023-08-03,bef,28,17.145,13,4,4.253,0.6123214285714286,0.15189285714285714,327,joint,rf,2023-08-15,-12
2023-08-08,evt,28,22.675,22,4,14.6,0.8098214285714286,0.5214285714285715,327,joint,rf,2023-08-15,-7
2023-08-23,aft,28,26.395,27,4,18.878,0.9426785714285714,0.6742142857142858,327,joint,rf,2023-08-15,8
