date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-01-15,bef,20230115T142711_20230115T142817_T20LNR,29,20.872999999999998,18,2,10.245000000000001,0.7197586206896551,0.35327586206896555,342,joint,rf,2023-08-30,-227
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,29,22.212999999999997,20,2,15.692,0.7659655172413792,0.5411034482758621,342,joint,rf,2023-08-30,-122
2023-05-21,bef,20230520T142719_20230520T142902_T20LNR,29,18.672,11,2,5.970999999999999,0.6438620689655172,0.2058965517241379,342,joint,rf,2023-08-30,-101
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,29,18.062,7,2,5.089,0.6228275862068966,0.17548275862068968,342,joint,rf,2023-08-30,-87
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,29,18.111,6,2,4.292000000000001,0.6245172413793104,0.14800000000000002,342,joint,rf,2023-08-30,-77
2023-06-29,bef,20230629T142719_20230629T143340_T20LNR,29,17.665,5,2,3.043999999999999,0.6091379310344828,0.10496551724137929,342,joint,rf,2023-08-30,-62
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,29,17.299,6,2,3.2369999999999997,0.5965172413793103,0.1116206896551724,342,joint,rf,2023-08-30,-52
2023-07-20,bef,20230719T142719_20230719T142939_T20LNR,29,17.42,7,2,3.3919999999999995,0.6006896551724139,0.1169655172413793,342,joint,rf,2023-08-30,-41
2023-08-01,bef,20230729T142719_20230729T142718_T20LNR,29,17.257,7,2,3.9760000000000004,0.5950689655172414,0.13710344827586207,342,joint,rf,2023-08-30,-29
2023-08-13,bef,20230808T142719_20230808T143119_T20LNR,29,18.38,12,2,5.191000000000001,0.6337931034482758,0.17900000000000002,342,joint,rf,2023-08-30,-17
2023-08-25,evt,20230823T142721_20230823T143116_T20LNR,29,26.235999999999997,26,2,17.956,0.9046896551724137,0.6191724137931034,342,joint,rf,2023-08-30,-5
