date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,401,284.864,224,6,118.464,0.7103840399002493,0.2954214463840399,372,joint,rf,2023-09-19,-142
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,401,283.846,218,6,116.143,0.7078453865336658,0.2896334164588529,372,joint,rf,2023-09-19,-127
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,401,271.21,235,6,129.738,0.6763341645885286,0.3235361596009975,372,joint,rf,2023-09-19,-107
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,401,290.149,264,6,116.323,0.7235635910224439,0.2900822942643391,372,joint,rf,2023-09-19,-97
2023-06-26,bef,20230624T142721_20230624T142715_T20LNR,401,299.798,363,6,157.64800000000002,0.7476259351620947,0.39313715710723196,372,joint,rf,2023-09-19,-85
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,401,285.294,334,6,167.121,0.7114563591022444,0.4167605985037407,372,joint,rf,2023-09-19,-72
2023-07-20,bef,20230719T142719_20230719T142939_T20LNR,401,293.618,342,6,152.46200000000002,0.732214463840399,0.3802044887780549,372,joint,rf,2023-09-19,-61
2023-08-01,bef,20230729T142719_20230729T142718_T20LNR,401,310.91299999999995,360,6,126.19399999999999,0.7753441396508727,0.31469825436408977,372,joint,rf,2023-09-19,-49
2023-08-13,bef,20230808T142719_20230808T143119_T20LNR,401,297.948,326,6,136.14600000000002,0.7430124688279302,0.3395162094763093,372,joint,rf,2023-09-19,-37
2023-08-25,bef,20230823T142721_20230823T143116_T20LNR,401,322.42900000000003,392,6,133.51999999999998,0.8040623441396509,0.3329675810473815,372,joint,rf,2023-09-19,-25
2023-10-02,aft,20231002T142711_20231002T143108_T20LNR,401,348.861,401,6,223.61200000000002,0.8699775561097257,0.5576359102244389,372,joint,rf,2023-09-19,13
2023-10-12,aft,20231007T142709_20231007T142929_T20LNR,401,355.34599999999995,401,6,274.10900000000004,0.886149625935162,0.683563591022444,372,joint,rf,2023-09-19,23
