date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,20230301T142709_20230301T142737_T20LNR,33,20.941,8,2,0.875,0.6345757575757576,0.026515151515151516,114,joint,rf,2023-06-21,-112
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,33,15.888,0,2,4.078,0.48145454545454547,0.12357575757575759,114,joint,rf,2023-06-21,-52
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,33,14.253999999999998,0,2,2.2060000000000004,0.43193939393939385,0.06684848484848487,114,joint,rf,2023-06-21,-37
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,33,15.899999999999999,0,2,1.9309999999999998,0.48181818181818176,0.05851515151515151,114,joint,rf,2023-06-21,-17
2023-06-19,evt,20230619T142719_20230619T142934_T20LNR,33,25.634000000000004,23,2,17.096,0.7767878787878789,0.5180606060606061,114,joint,rf,2023-06-21,-2
2023-07-09,aft,20230709T142719_20230709T142938_T20LNR,33,31.211000000000002,32,2,25.933999999999997,0.9457878787878788,0.7858787878787878,114,joint,rf,2023-06-21,18
