date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,20230301T142709_20230301T142737_T20LNR,25,17.421,9,3,5.093,0.69684,0.20372,86,joint,rf,2023-09-13,-196
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,25,16.616,5,3,5.571999999999999,0.66464,0.22287999999999997,86,joint,rf,2023-09-13,-136
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,25,17.401,14,3,5.841,0.69604,0.23364000000000001,86,joint,rf,2023-09-13,-121
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,25,17.337,13,3,4.597,0.69348,0.18388000000000002,86,joint,rf,2023-09-13,-91
2023-06-26,bef,20230624T142721_20230624T142715_T20LNR,25,16.86,12,3,4.661,0.6744,0.18644,86,joint,rf,2023-09-13,-79
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,25,16.685,9,3,5.925999999999999,0.6674,0.23703999999999997,86,joint,rf,2023-09-13,-66
2023-07-20,bef,20230719T142719_20230719T142939_T20LNR,25,17.256,10,3,6.468999999999999,0.69024,0.25876,86,joint,rf,2023-09-13,-55
2023-08-03,bef,20230803T142721_20230803T143434_T20LNR,25,18.317,15,3,6.277000000000001,0.73268,0.25108,86,joint,rf,2023-09-13,-41
2023-08-28,bef,20230828T142719_20230828T142716_T20LNR,25,16.942,13,3,5.547,0.6776800000000001,0.22188,86,joint,rf,2023-09-13,-16
2023-10-07,aft,20231007T142709_20231007T142929_T20LNR,25,23.811999999999998,24,3,18.084,0.9524799999999999,0.72336,86,joint,rf,2023-09-13,24
