date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-01-15,bef,20230115T142711_20230115T142817_T20LNR,19,17.726,19,3,10.077000000000002,0.9329473684210526,0.5303684210526317,186,joint,rf,2023-06-26,-162
2023-03-01,bef,20230301T142709_20230301T142737_T20LNR,19,17.316,19,3,9.261,0.9113684210526315,0.4874210526315789,186,joint,rf,2023-06-26,-117
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,19,15.536,13,3,7.002000000000001,0.8176842105263158,0.3685263157894737,186,joint,rf,2023-06-26,-57
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,19,15.417,16,3,6.151,0.8114210526315789,0.32373684210526316,186,joint,rf,2023-06-26,-42
2023-05-25,bef,20230525T142721_20230525T142853_T20LNR,19,12.621,5,3,4.665,0.6642631578947369,0.24552631578947368,186,joint,rf,2023-06-26,-32
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,19,14.872,15,3,5.308999999999999,0.7827368421052632,0.2794210526315789,186,joint,rf,2023-06-26,-22
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,19,15.502999999999998,17,3,5.1290000000000004,0.8159473684210525,0.26994736842105266,186,joint,rf,2023-06-26,-12
2023-06-26,evt,20230624T142721_20230624T142715_T20LNR,19,16.805,19,3,8.666,0.8844736842105263,0.45610526315789474,186,joint,rf,2023-06-26,0
2023-07-09,aft,20230709T142719_20230709T142938_T20LNR,19,17.189,19,3,9.257000000000001,0.9046842105263158,0.48721052631578954,186,joint,rf,2023-06-26,13
2023-07-20,aft,20230719T142719_20230719T142939_T20LNR,19,17.41,19,3,10.836,0.9163157894736842,0.5703157894736842,186,joint,rf,2023-06-26,24
