date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-01-15,bef,20230115T142711_20230115T142817_T20LNR,14,9.924000000000001,7,1,3.059,0.708857142857143,0.2185,118,joint,rf,2023-06-26,-162
2023-03-01,bef,20230301T142709_20230301T142737_T20LNR,14,10.019,7,1,4.29,0.7156428571428571,0.30642857142857144,118,joint,rf,2023-06-26,-117
2023-03-26,bef,20230326T142711_20230326T142710_T20LNR,14,8.594,4,1,2.7190000000000003,0.6138571428571428,0.19421428571428573,118,joint,rf,2023-06-26,-92
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,14,13.284999999999997,14,1,9.067,0.9489285714285712,0.6476428571428572,118,joint,rf,2023-06-26,-57
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,14,13.046999999999999,14,1,8.590000000000002,0.9319285714285713,0.6135714285714287,118,joint,rf,2023-06-26,-42
2023-05-25,bef,20230525T142721_20230525T142853_T20LNR,14,12.842,14,1,9.517999999999999,0.9172857142857144,0.6798571428571428,118,joint,rf,2023-06-26,-32
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,14,12.876000000000001,14,1,7.678999999999999,0.9197142857142858,0.5485,118,joint,rf,2023-06-26,-22
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,14,12.886000000000001,14,1,6.558,0.9204285714285715,0.4684285714285714,118,joint,rf,2023-06-26,-12
2023-06-26,evt,20230624T142721_20230624T142715_T20LNR,14,13.267,14,1,8.636,0.9476428571428571,0.6168571428571428,118,joint,rf,2023-06-26,0
2023-07-09,aft,20230709T142719_20230709T142938_T20LNR,14,13.399999999999999,14,1,8.992,0.9571428571428571,0.6422857142857143,118,joint,rf,2023-06-26,13
2023-07-20,aft,20230719T142719_20230719T142939_T20LNR,14,13.296000000000001,14,1,7.652999999999999,0.9497142857142858,0.5466428571428571,118,joint,rf,2023-06-26,24
