date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,54,24.123858104051287,12,3,0.3322936749924772,0.4467381130379868,0.0061535865739347625,28,joint,log_reg,2023-10-19,-172
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,54,26.416559102471595,21,3,0.9752761225939552,0.48919553893465917,0.0180606689369251,28,joint,log_reg,2023-10-19,-157
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,54,30.445155676243683,27,3,0.3080385322964242,0.5637991791896978,0.005704417264748596,28,joint,log_reg,2023-10-19,-127
2023-06-26,bef,20230624T142721_20230624T142715_T20LNR,54,39.04260504968421,45,3,0.7005291897998107,0.7230112046237817,0.012972762774070569,28,joint,log_reg,2023-10-19,-115
2023-07-09,bef,20230709T142719_20230709T142938_T20LNR,54,31.780386203316294,32,3,0.4723183049526459,0.5885256704317832,0.00874663527690085,28,joint,log_reg,2023-10-19,-102
2023-07-20,bef,20230719T142719_20230719T142939_T20LNR,54,34.380543146036125,35,3,1.11315034054163,0.6366767249265949,0.020613895195215372,28,joint,log_reg,2023-10-19,-91
2023-08-01,bef,20230729T142719_20230729T142718_T20LNR,54,36.616922409873396,38,3,1.2391244620033084,0.6780911557383962,0.022946749296357562,28,joint,log_reg,2023-10-19,-79
2023-08-13,bef,20230808T142719_20230808T143119_T20LNR,54,38.90559016113163,46,3,2.2496607549104017,0.7204738918728079,0.04166038435019263,28,joint,log_reg,2023-10-19,-67
2023-08-25,bef,20230823T142721_20230823T143116_T20LNR,54,40.05957397490468,44,3,9.060693043846427,0.7418439624982348,0.16779061192308198,28,joint,log_reg,2023-10-19,-55
2023-10-02,bef,20231002T142711_20231002T143108_T20LNR,54,39.49626583392145,45,3,22.625575049755422,0.7314123302578046,0.41899213055102635,28,joint,log_reg,2023-10-19,-17
2023-11-11,aft,20231111T142711_20231111T142711_T20LNR,54,47.43828299310719,54,3,38.53538083040557,0.8784867220945776,0.7136181635260291,28,joint,log_reg,2023-10-19,23
