date,win,s2_id,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,20230430T142719_20230430T142714_T20LNR,21,2.7550065778899238,0,1,0.4237256100579594,0.1311907894233297,0.020177410002759973,117,joint,log_reg,2023-06-26,-57
2023-05-15,bef,20230515T142711_20230515T142713_T20LNR,21,14.639726080344305,14,1,12.15715642780938,0.6971298133497288,0.5789122108480657,117,joint,log_reg,2023-06-26,-42
2023-05-21,bef,20230520T142719_20230520T142902_T20LNR,21,18.043505165794095,19,1,13.815195823375456,0.8592145317044807,0.6578664677797836,117,joint,log_reg,2023-06-26,-36
2023-06-04,bef,20230604T142721_20230604T142716_T20LNR,21,19.2822582081057,20,1,16.30237687704279,0.9182027718145571,0.7763036608115614,117,joint,log_reg,2023-06-26,-22
2023-06-14,bef,20230609T142719_20230609T142938_T20LNR,21,20.28419392626276,21,1,18.218643533037202,0.9659139964887028,0.8675544539541524,117,joint,log_reg,2023-06-26,-12
2023-06-26,evt,20230624T142721_20230624T142715_T20LNR,21,20.022930832496023,21,1,17.483640934513094,0.9534728967855249,0.8325543302149092,117,joint,log_reg,2023-06-26,0
2023-07-09,aft,20230709T142719_20230709T142938_T20LNR,21,19.936723583635636,21,1,18.20165835874601,0.949367789696935,0.8667456361307624,117,joint,log_reg,2023-06-26,13
2023-07-20,aft,20230719T142719_20230719T142939_T20LNR,21,19.198440003908296,19,1,16.565654309059116,0.9142114287575379,0.7888406813837674,117,joint,log_reg,2023-06-26,24
