date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,30,17.083499999999997,0,1,2.7824999999999993,0.5694499999999999,0.09274999999999997,133,optical,rf,2023-08-10,-162
2023-06-09,bef,30,13.451666666666668,1,1,2.5926666666666667,0.44838888888888895,0.08642222222222222,133,optical,rf,2023-08-10,-62
2023-06-19,bef,30,13.969000000000001,3,1,4.147000000000001,0.4656333333333334,0.13823333333333337,133,optical,rf,2023-08-10,-52
2023-06-24,bef,30,15.910333333333332,7,1,4.840333333333334,0.5303444444444444,0.16134444444444446,133,optical,rf,2023-08-10,-47
2023-06-29,bef,30,16.017583333333334,7,1,5.185583333333334,0.5339194444444445,0.1728527777777778,133,optical,rf,2023-08-10,-42
2023-07-04,bef,30,15.204833333333333,7,1,5.214833333333334,0.5068277777777778,0.1738277777777778,133,optical,rf,2023-08-10,-37
2023-07-09,bef,30,14.608033333333333,7,1,5.347033333333333,0.48693444444444445,0.17823444444444445,133,optical,rf,2023-08-10,-32
2023-07-14,bef,30,16.469,7,1,5.122000000000001,0.5489666666666667,0.17073333333333335,133,optical,rf,2023-08-10,-27
2023-07-19,bef,30,15.1145,7,1,4.9305,0.5038166666666667,0.16435000000000002,133,optical,rf,2023-08-10,-22
2023-07-24,bef,30,15.652666666666667,6,1,4.5566666666666675,0.5217555555555555,0.1518888888888889,133,optical,rf,2023-08-10,-17
2023-08-03,evt,30,18.377000000000002,7,1,5.566,0.6125666666666667,0.18553333333333333,133,optical,rf,2023-08-10,-7
2023-08-08,evt,30,25.152333333333328,24,1,17.38433333333333,0.8384111111111109,0.5794777777777776,133,optical,rf,2023-08-10,-2
2023-08-23,aft,30,28.245666666666672,29,1,24.05666666666666,0.9415222222222224,0.8018888888888888,133,optical,rf,2023-08-10,13
2023-08-28,aft,30,27.187833333333334,26,1,21.877833333333328,0.9062611111111111,0.7292611111111109,133,optical,rf,2023-08-10,18
