date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-03-01,bef,31,25.918999999999997,27,3,14.394,0.8360967741935483,0.4643225806451613,349,optical,rf,2023-09-16,-199
2023-04-30,bef,31,24.579666666666665,25,3,10.530666666666669,0.7928924731182795,0.33969892473118285,349,optical,rf,2023-09-16,-139
2023-05-15,bef,31,24.401083333333336,26,3,10.143083333333333,0.7871317204301076,0.32719623655913976,349,optical,rf,2023-09-16,-124
2023-06-09,bef,31,22.843833333333333,21,3,7.4128333333333325,0.7368978494623656,0.23912365591397847,349,optical,rf,2023-09-16,-99
2023-06-19,bef,31,21.9296,20,3,7.2376000000000005,0.7074064516129033,0.2334709677419355,349,optical,rf,2023-09-16,-89
2023-06-24,bef,31,22.041666666666668,22,3,7.257666666666666,0.7110215053763441,0.23411827956989245,349,optical,rf,2023-09-16,-84
2023-06-29,bef,31,21.343116666666667,17,3,7.013116666666667,0.6884876344086022,0.22622956989247311,349,optical,rf,2023-09-16,-79
2023-07-04,bef,31,21.3305,17,3,7.322500000000001,0.6880806451612903,0.23620967741935486,349,optical,rf,2023-09-16,-74
2023-07-09,bef,31,20.84,19,3,6.975,0.672258064516129,0.22499999999999998,349,optical,rf,2023-09-16,-69
2023-07-14,bef,31,20.4285,17,3,6.8165,0.6589838709677419,0.21988709677419355,349,optical,rf,2023-09-16,-64
2023-07-19,bef,31,19.919333333333334,17,3,6.9593333333333325,0.6425591397849463,0.22449462365591394,349,optical,rf,2023-09-16,-59
2023-07-24,bef,31,19.590333333333334,16,3,6.942333333333334,0.6319462365591398,0.2239462365591398,349,optical,rf,2023-09-16,-54
2023-07-29,bef,31,19.046166666666664,15,3,7.208166666666667,0.6143924731182795,0.2325215053763441,349,optical,rf,2023-09-16,-49
2023-08-03,bef,31,19.203,14,3,7.236,0.6194516129032258,0.23341935483870968,349,optical,rf,2023-09-16,-44
2023-08-18,bef,31,19.0535,10,3,6.9945,0.6146290322580645,0.22562903225806452,349,optical,rf,2023-09-16,-29
2023-08-23,bef,31,19.581,11,3,7.039,0.6316451612903226,0.22706451612903225,349,optical,rf,2023-09-16,-24
2023-08-28,bef,31,18.2175,10,3,6.3315,0.5876612903225806,0.20424193548387098,349,optical,rf,2023-09-16,-19
2023-09-22,evt,31,29.009,30,3,16.222,0.9357741935483871,0.5232903225806452,349,optical,rf,2023-09-16,6
2023-10-07,aft,31,29.492499999999996,30,3,18.8355,0.9513709677419354,0.6075967741935484,349,optical,rf,2023-09-16,21
