date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,16,15.058569306308746,16,1,10.443841431280408,0.9411605816442966,0.6527400894550255,328,joint,log_reg,2023-08-30,-122
2023-05-10,bef,16,14.704092829032641,15,1,6.223893540708303,0.9190058018145401,0.38899334629426896,328,joint,log_reg,2023-08-30,-112
2023-05-15,bef,16,14.75534191039164,16,1,3.7072377519240622,0.9222088693994775,0.2317023594952539,328,joint,log_reg,2023-08-30,-107
2023-06-09,bef,16,14.723692303667892,16,1,4.42071548898537,0.9202307689792433,0.2762947180615856,328,joint,log_reg,2023-08-30,-82
2023-06-24,bef,16,14.711201795627002,15,1,2.369471439705692,0.9194501122266876,0.14809196498160576,328,joint,log_reg,2023-08-30,-67
2023-07-09,bef,16,15.003778919652065,16,1,0.9469572496307108,0.9377361824782541,0.059184828101919426,328,joint,log_reg,2023-08-30,-52
2023-07-19,bef,16,14.717666861491011,16,1,2.818538154369868,0.9198541788431882,0.17615863464811676,328,joint,log_reg,2023-08-30,-42
2023-08-03,bef,16,14.629199971513037,16,1,0.9191842811777204,0.9143249982195648,0.05744901757360753,328,joint,log_reg,2023-08-30,-27
2023-08-18,bef,16,14.101185070127345,15,1,10.679931960992246,0.8813240668829591,0.6674957475620154,328,joint,log_reg,2023-08-30,-12
2023-08-23,evt,16,13.888298098881092,15,1,6.328851138239583,0.8680186311800683,0.3955531961399739,328,joint,log_reg,2023-08-30,-7
