date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-05-15,bef,27,10.996089023648388,9,2,7.631406841779589,0.4072625564314218,0.2826446978436885,1,joint,log_reg,2023-09-29,-137
2023-06-14,bef,27,11.754211776013955,9,2,5.140453103474712,0.43534117688940577,0.1903871519805449,1,joint,log_reg,2023-09-29,-107
2023-06-26,bef,27,10.24174377856546,8,2,4.241512778176574,0.3793238436505726,0.15709306585839164,1,joint,log_reg,2023-09-29,-95
2023-07-09,bef,27,10.47268595038096,8,2,4.7886258699655695,0.387877257421517,0.1773565137024285,1,joint,log_reg,2023-09-29,-82
2023-07-24,bef,27,9.887185791097874,9,2,6.357432414553255,0.3661920663369583,0.2354604597982687,1,joint,log_reg,2023-09-29,-67
2023-08-03,bef,27,8.783596971436845,8,2,6.385365680335028,0.32531840634951276,0.2364950251975936,1,joint,log_reg,2023-09-29,-57
2023-08-13,bef,27,8.86783730477873,8,2,5.871784518971873,0.3284384186955085,0.21747350070266197,1,joint,log_reg,2023-09-29,-47
2023-08-25,bef,27,9.889033369663126,8,2,6.620742111325551,0.36626049517270837,0.24521267078983525,1,joint,log_reg,2023-09-29,-35
2023-09-12,bef,27,9.697058392698182,7,2,7.133499262611673,0.3591503108406734,0.26420367639302494,1,joint,log_reg,2023-09-29,-17
2023-10-02,evt,27,25.68374393820365,27,2,22.302278564344267,0.9512497754890241,0.8260103171979358,1,joint,log_reg,2023-09-29,3
