date,win,n_tok,p_sum,n_nonforest,n_tiles,pc_sum,p_dist,p_class,fid,mode,model,view_date,days
2023-04-30,bef,401,207.92418499455385,130,6,119.21568041721056,0.5185141770437752,0.297295961140176,372,joint,log_reg,2023-09-19,-142
2023-05-15,bef,401,257.4426297024921,231,6,124.20947402759131,0.6420015703304043,0.30974931178950454,372,joint,log_reg,2023-09-19,-127
2023-06-04,bef,401,280.8352531121004,320,6,179.43833077745322,0.7003372895563601,0.44747713410836215,372,joint,log_reg,2023-09-19,-107
2023-06-14,bef,401,269.9409777875389,291,6,170.80880672242654,0.6731695206671793,0.42595712399607616,372,joint,log_reg,2023-09-19,-97
2023-06-26,bef,401,330.4838488987927,392,6,275.026137838182,0.8241492491241713,0.6858507178009526,372,joint,log_reg,2023-09-19,-85
2023-07-09,bef,401,312.34937100466516,391,6,289.0001672096279,0.7789261122310852,0.7206986713457054,372,joint,log_reg,2023-09-19,-72
2023-07-20,bef,401,304.93453774856226,371,6,259.84875336676953,0.7604352562308286,0.6480018787201235,372,joint,log_reg,2023-09-19,-61
2023-08-01,bef,401,311.8490560118951,370,6,252.04689797201215,0.7776784439199378,0.6285458802294567,372,joint,log_reg,2023-09-19,-49
2023-08-13,bef,401,295.2490086854662,339,6,258.95625468495285,0.7362818171707387,0.6457761962218276,372,joint,log_reg,2023-09-19,-37
2023-08-25,bef,401,364.105615325732,397,6,347.1303877318618,0.9079940531813766,0.8656618147926728,372,joint,log_reg,2023-09-19,-25
2023-10-02,aft,401,329.97423637662405,388,6,301.0288473486381,0.8228783949541747,0.7506953799217908,372,joint,log_reg,2023-09-19,13
2023-10-12,aft,401,355.02634311359094,395,6,345.01068381002705,0.8853524765924962,0.860375770099818,372,joint,log_reg,2023-09-19,23
